nit_entidad,orden_entidad,num_contratos_1,num_contratos_2,num_contratos_3,val_contratos_1,val_contratos_2,val_contratos_3,val_contratos_media_1,val_contratos_media_2,val_contratos_media_3,val_contratos_median_1,val_contratos_median_2,val_contratos_median_3,val_contratos_desv_1,val_contratos_desv_2,val_contratos_desv_3,num_familias_dif_1,num_familias_dif_2,num_familias_dif_3,num_grupos_dif_1,num_grupos_dif_2,num_grupos_dif_3,num_contratistas_dif_1,num_contratistas_dif_2,num_contratistas_dif_3,b_cont_cerrada_1,b_cont_cerrada_2,b_cont_cerrada_3,pnum_ganadoras_1,pnum_ganadoras_2,pnum_ganadoras_3,b_adicion_tiempo_1,b_adicion_tiempo_2,b_adicion_tiempo_3,b_adicion_cuantia_1,b_adicion_cuantia_2,b_adicion_cuantia_3,IRCC,IRCCG,ine_coberturaNeta_1,ine_coberturaNeta_2,ine_coberturaNeta_3,ine_tasaDesercion_1,ine_tasaDesercion_2,ine_tasaDesercion_3,ine_tasaRepitencia_1,ine_tasaRepitencia_2,ine_tasaRepitencia_3,ine_tasaAnalfabetismo_3,ine_porcentajeAsistencia_3,ine_pruebaLecturaMatematicas_1,ine_pruebaLecturaMatematicas_2,ine_pruebaLecturaMatematicas_3,ine_pruebaLecturaCritica_1,ine_pruebaLecturaCritica_2,ine_pruebaLecturaCritica_3,inf_ingresos_m_1,inf_ingresos_m_2,inf_ingresos_m_3,inf_financiamiento_m_1,inf_financiamiento_m_2,inf_financiamiento_m_3,inf_regaliaspc_m_1,inf_regaliaspc_m_2,inf_regaliaspc_m_3,inf_nproyectos_m_1,inf_nproyectos_m_2,inf_nproyectos_m_3,inf_vproyectos_m_1,inf_vproyectos_m_2,inf_igpr_m_2,inf_igpr_m_3,inf_desempennofiscal_m_1,inf_desempennofiscal_m_2,inf_desempennofiscal_m_3,inf_peducacion_m_1,inf_peducacion_m_2,inf_peducacion_m_3,inf_psalud_m_1,inf_psalud_m_2,inf_psalud_m_3
813011027,5,0,235,505,0,822186336,2277969197,0,3498665.2595744682,4510830.093069307,0,2600000,2600000,0,3762669.994804147,16004897.741408726,0,25,29,0,4,4,0,86,137,0,1,1,0,36.59574468085106,27.12871287128713,0,0,1,0,0,1,10.243464965468275,Bajo,9441.5,9332,8108.5,391.5,448.5,363,234.5,590.5,487,601,7664,5605.5,4933,5398,5069,5002,5182,11361560000,10078560000,10734425000,-131670000,143790000,-163255000,303507.42,189534.59,284016.79500000004,2,3.5,2,2765417955.2,188507020,68.86625,78.9225,71.09,67.34,66.91,7.115,5.48,3.76,28.75,28.25,29.549999999999997
813011502,4,1,130,180,69962000,866328319,2827692403,69962000,6664063.992307693,15709402.23888889,69962000,2693503,2751245,0,18417465.114595976,150154052.9699633,1,27,24,1,4,4,1,58,71,0,0,0,100,44.61538461538462,39.44444444444444,0,1,0,0,0,0,30.47683869830531,Alto,7450,7256,7471.5,412.5,404.5,350,391,209.5,143,702,7271,5102,5166.5,5232,4933.5,5327,5257,5359705000,6490360000,8108995000,956235000,-249910000,1052545000,164043.375,24666.605,89709.445,0,2,0,121732976.87,0,60.1275,66.78625,61.81999999999999,60.315,60.76,5.109999999999999,4.1850000000000005,2.765,25.985,24.575,24.85
813011505,5,0,397,465,0,2651667358,3694807545,0,6679262.86649874,7945822.677419355,0,3335002,4410000,0,12893440.63622657,13185512.086755207,0,57,61,0,4,4,0,133,163,0,1,0,0,33.50125944584383,35.053763440860216,0,0,0,0,0,0,6.044887666113976,Bajo,8885,8738,8993.5,245.5,427,425,119,177.5,170,685,6914,4800.5,4612.5,4795,4797.5,4897.5,4977,13855530000,14001555000,17317505000,580550000,2392810000,3176370000,53571.505000000005,34624.125,48522.03999999999,1,3.5,3,782185803,1323308281,72.00714285714285,85.965,65.765,62.275000000000006,64.93,9.695,7.835,4.965,41.875,40.19,41.605000000000004
813011515,5,15,0,366,175425700,0,2377386077,11695046.666666666,0,6495590.37431694,7700000,0,3600000,20691493.229995567,0,8856259.851105772,1,0,7,1,0,2,11,0,123,0,0,0,73.33333333333333,0,33.60655737704918,0,0,0,0,0,0,8.246862839868346,Bajo,9770,8879,8656,748.5,968.5,743.5,675.5,157.5,256,805,6466,4611,4730.5,4481,4636.5,4922,4716,10813800000,9726340000,10611120000,-56640000,-1053860000,908350000,85261.475,27417.825,20519.305,1,3,1,410919543,0,66.3,76.75,68.97,69.67,69.91,6.109999999999999,5.64,3.91,36.53,34.08,34.09
813011566,4,0,260,228,0,1581276598,1289842029,0,6081833.069230769,5657201.881578947,0,3000000,2867535,0,13953926.77744606,10304426.190588437,0,39,28,0,5,4,0,111,92,0,1,1,0,42.69230769230769,40.35087719298245,0,1,1,0,1,1,13.153317489903324,Bajo,6452,6360.5,7860,311,388,259.5,544,601.5,549,1001,6550,4698,4655.5,5211,4770,4905.5,5159,8733865000,10298080000,10431650000,-90660000,-6250000,775470000,134226.53,61486.94,0,3,6,1,5064684911.91,5874090484.6,48.74125,38.96875,65.66,64.555,67.25,5.41,4.23,3.78,32.489999999999995,29.915,31.385
813011706,5,0,194,133,0,1504444513,654129920,0,7754868.62371134,4918270.07518797,0,4544403,3300000,0,15344904.951198857,9787636.293806318,0,6,1,0,1,1,0,94,53,0,1,1,0,48.45360824742268,39.849624060150376,0,1,1,0,1,1,11.171329759408758,Bajo,4867,4777,6623.5,395.5,548.5,404,440,410.5,264.5,1058,7352,4864.5,4883.5,5138,4741,4975,5055,11444015000,11101385000,14005430000,1264110000,276180000,-10530000,112155.82,21403.14,103175.61,2,2,1,1246963450,0,58.2725,60.14375,62.265,60.825,62.4,7.494999999999999,4.654999999999999,3.495,31.895000000000003,29.439999999999998,29.95
813012833,4,0,165,7,0,1345444067,55200000,0,8154206.466666667,7885714.285714285,0,5541676,6000000,0,12860095.93166513,5451736.289607978,0,26,1,0,4,1,0,106,7,0,1,0,0,64.24242424242425,100,0,0,0,0,0,0,11.090529452551063,Bajo,8710.5,8489,8524.5,390,412,545,134,225.5,0,812,6846,4940,4801,4841,4833.5,5057,4993,14655995000,13855000000,16002540000,543380000,1433255000,-124320000,89237.45000000001,1416.41,69757.595,1,3,0,24971238.66,1727439412.34,66.6575,78.15857142857143,64.08500000000001,58.965,58.59,9.085,7.27,5.43,38.004999999999995,40.5,47.22
813012946,4,60,644,235,482171921,3636223104,1210550744,8036198.683333334,5646309.167701864,5151279.761702128,3360000,3000000,3150000,9510065.14014018,12325238.959779833,5668600.869363292,8,48,13,1,4,4,59,180,93,1,1,1,98.33333333333333,27.95031055900621,39.57446808510638,0,0,0,0,1,0,6.0254205680883715,Bajo,6617,6334.5,7237.5,337,143,200.5,332.5,275,153.5,752,7259,5044,5049,5089,4828.5,5064,5129,12455440000,19861145000,15188455000,2237230000,-3605440000,1349130000,46607.06,87556.135,0,0,0,1,6821526486.5,7488055265,0,95.5,64.31,65.14,60.93,8.28,7.640000000000001,6.02,34.965,36.42,41.03
814001329,5,883,1134,567,2158920136,4729941220,8243176594,2444983.1664779163,4171024.0035273368,14538230.32451499,1249020,2573968.5,6000000,3668429.6806591563,7275263.85322667,88138041.7291328,11,59,44,5,4,4,216,340,280,0,0,0,24.462061155152888,29.98236331569665,49.382716049382715,0,1,1,0,1,0,7.032607684468747,Bajo,7392,7016.5,7669.5,142.5,50,39.5,94,162,202.5,788,7214,5002.5,5077.5,5149,4844,5276,5074,32683065000,33038975000,45696770000,5918215000,1215990000,-1140975000,97945.45999999999,21289.945,182901.725,2,5.5,1,1244183757.5,535868947,67.26625,70.95875,71.935,66.31,70.12,9.22,7.82,5.609999999999999,37.575,48.775,51.31
814001594,5,576,738,548,1720954463,2165793664,2022351844,2987768.1649305555,2934679.761517615,3690423.0729927006,1848000,1653430,2521500,3913802.2947931834,8278999.028087269,4080360.9902542992,32,60,50,4,4,4,191,214,151,1,0,0,33.15972222222222,28.997289972899733,27.55474452554745,1,1,1,1,1,1,4.6800021931909,Bajo,10348.5,10356.5,9952.5,174.5,61.5,39.5,459,518.5,597.5,464,7546,5490.5,5790.5,5828,5355,5877,5954,8409790000,11736695000,11767550000,1325510000,-1121555000,646770000,73085.41,33685,119313.08499999999,0,2,1,201855368,362117853.71,68.42166666666667,82.64428571428572,61.89,62.9,65.52,5.955,5.115,3.815,31.995,29.21,35.394999999999996
814001677,6,95,348,395,408870045,3381842868,3948823117,4303895.2105263155,9717939.27586207,9997020.549367089,3000000,3188500,2950000,4133614.0731149847,107938016.9539639,101505854.54463142,1,24,26,1,4,4,65,131,127,1,1,1,68.42105263157895,37.64367816091954,32.151898734177216,0,0,0,0,0,0,20.36097447999185,Medio,7703.5,7352.5,8254.5,381.5,120.5,179,522.5,635,522,743,7281,5714,5803.5,5571,5248,5659,5227,8152815000,9770360000,10689530000,1608705000,-239720000,2960115000,83835.1,0,24380.29,1,2,0,91563782,656316452,73.94875,72.47,69.315,64.065,68.35,6.01,5.015000000000001,4.595,35.93,32.785,37.915000000000006
814002021,5,430,696,684,1313621680,2860033015,4450264268,3054934.1395348837,4109242.8376436783,6506234.309941521,1863000,2214000,2700000,5213347.477759448,6318374.529805803,11964401.039048169,25,34,1,4,4,1,3,187,207,0,0,0,0.6976744186046512,26.867816091954023,30.263157894736842,0,1,1,0,1,1,17.490895355691908,Medio,7963.5,7533,7699,279.5,114.5,71,300.5,314.5,284,754,7061,5416,5457.5,5477,5122.5,5434.5,5232,16990850000,16069465000,19364265000,834735000,-1484080000,1337705000,85191.41500000001,198832.32499999998,310636.77,0,4.5,2,586115086,788390441.5,68.58,69.76875,68.195,60.870000000000005,62.51,7.095,5.82,4.67,41.71,40.34,42.394999999999996
814003182,5,592,938,879,2178136141,4367406268,6024465018,3679284.0219594594,4656083.441364606,6853771.351535836,2070000,2214000,3200000,9943336.603619453,11003984.734891452,37309250.74131495,31,77,68,5,4,4,139,237,186,0,0,1,23.47972972972973,25.266524520255864,21.160409556313994,0,1,0,1,1,0,8.353982025022857,Bajo,9088,9648,10341,170.5,43.5,66.5,192,189,264.5,551,7057,5193,5181,5243,5083.5,5292,5345,19631150000,14427215000,15616270000,-1334570000,-292075000,37630000,160070.73500000002,39853.305,56143.76,5,5,0,2267790266.97,0,71.34625,70.78999999999999,64.44,63.755,62.57,7.074999999999999,6.285,4.55,38.69,44.959999999999994,46.9
814003370,6,636,691,677,2388465529,2933584932,2815435788,3755448.9449685533,4245419.583212735,4158693.9261447564,1620000,2400000,2487000,13750751.074964443,6387673.810107063,4765608.747963946,7,64,70,4,4,4,186,228,175,0,1,0,29.245283018867923,32.99565846599132,25.849335302806498,1,1,1,1,1,1,5.49500749028626,Bajo,9158,8943.5,8949,149.5,182.5,91.5,455,725,710.5,548,7645,5433,5727,5516,5242.5,5676,5480,19404090000,17980185000,13179175000,4850180000,-2425180000,5902520000,545853.33,513942,19843.505,1,5,1,6190906575.9,0,62.5525,67.56375,75.75999999999999,70.57,68.8,6.18,5.37,4.155,33.28,35.55,38.29
814006607,6,92,489,468,354761048,1645108654,1701570456,3856098.347826087,3364230.3762781187,3635834.3076923075,3259000,1610000,1753635,2849827.06532098,4376705.59520659,5569683.884837486,1,44,39,4,4,4,68,173,133,0,0,0,73.91304347826086,35.37832310838446,28.418803418803417,0,1,1,0,1,1,8.215056661638954,Bajo,6241.5,6101.5,6256.5,104,38,86.5,359,432.5,271.5,608,7778,4848.5,5011,5302,4828.5,5171.5,5173,19518405000,12902960000,15884240000,1469875000,548935000,-1773905000,774280.885,81841.44,265056.335,2,3,2,1640785864,56169215,71.5125,68.86625000000001,63.225,59.769999999999996,59.92,4.550000000000001,3.8449999999999998,2.74,28.634999999999998,31.995,36.905
814006620,5,403,603,447,1941009398,12671986261,8102590538,4816400.491315137,21014902.588723052,18126600.756152127,2734750,2280000,4410000,9521190.859091988,182898842.54049668,143032097.0931015,28,67,61,5,4,4,171,191,190,0,0,0,42.4317617866005,31.674958540630183,42.505592841163306,0,0,1,0,0,1,14.314969193923291,Bajo,8176,7721,8305.5,194,71,141.5,98,87,220,1079,7281,5315,5099,5742,5021,5112,5514,11690335000,14444770000,13361055000,-1393110000,-1334550000,1347350000,93802.20999999999,75505.595,35243.32,1.5,1,3,40355737.32,515154302.5,68.87625,71.3325,58.724999999999994,59.495000000000005,63.87,7.4,5.9350000000000005,4.5649999999999995,38.69,40.875,42.33
814006625,5,1,927,942,1972000,3185410815,3237391466,1972000,3436257.6213592235,3436721.3014861997,1972000,1800000,1700000,0,8778608.907186182,7772731.854927155,1,57,37,1,4,4,1,176,173,1,1,1,100,18.985976267529665,18.365180467091292,0,0,0,0,1,1,8.982280808731357,Bajo,6665,6912.5,7826.5,137.5,116,198.5,31.5,45,52.5,855,6931,4743.5,4625,4424,4655.5,5027.5,4714,9804975000,12671055000,11288865000,787255000,65590000,2433210000,101038.895,183594.505,21056.575,1,3,0,248252998,265000000,64.77625,71.37125,68.645,63.405,64.55,6.005,4.945,3.9749999999999996,34.15,30.66,34.285
814006632,5,512,719,691,1154383103,1974282913,2744689312,2254654.498046875,2745873.314325452,3972053.997105644,1296000,1395000,1680000,3655870.4890006506,4552699.861865372,20976110.306753885,28,47,37,4,4,4,111,175,153,1,1,1,21.6796875,24.33936022253129,22.14182344428365,0,0,0,0,1,0,7.101868966811443,Bajo,8099.5,7762.5,8234,179,88.5,55.5,434.5,293,516,783,6708,5205.5,5235.5,5119,4992.5,5336.5,5220,10803100000,9964770000,12930090000,2151300000,1366170000,698845000,193786.13,0,0,3,3,3,238771292,0,66.10375,67.31,64.03,61.355000000000004,63.53,7.105,5.8149999999999995,3.6950000000000003,30.880000000000003,31.700000000000003,29.38
814006654,5,705,731,822,4931685343,4307793755,6302778234,6995298.358865248,5893014.712722298,7667613.423357665,3607000,3172400,3600000,16107648.362469671,9597987.56916278,13089663.292622946,28,67,58,4,4,4,247,246,247,0,1,0,35.0354609929078,33.65253077975376,30.04866180048662,1,1,1,1,1,1,4.461629094836284,Bajo,8920.5,8765,9725.5,141.5,149.5,148,127,76,138.5,377,7207,5403.5,5511.5,5489,5293.5,5540.5,5558,24818400000,24078160000,22797040000,5128505000,554695000,3705345000,445695.10000000003,186655.08,48649.09,3,7.5,0,1244210494,0,51.4525,42.4975,67.405,68.505,67.89,7.83,7.36,5.195,45.730000000000004,47.004999999999995,50.489999999999995
814006689,5,302,754,1270,2399204125,3738588826,5611879342,7944384.51986755,4958340.618037135,4418802.631496063,4596000,2487000,2102000,12292987.187395459,6837430.85035179,7807123.89436153,6,53,74,4,4,4,148,243,228,0,1,1,49.00662251655629,32.228116710875334,17.95275590551181,0,0,1,0,0,1,6.004774747758311,Bajo,9919,9681.5,9526,259,27,76.5,489,499,542.5,1056,6696,5109,5347.5,5177,4996.5,5356.5,5183,27255300000,31837005000,31909880000,4989205000,-5012260000,1812485000,199789.31999999998,108340.665,57937.735,2,2.5,0,1426222689.5,0,51.9625,50.9725,71.495,67.36,70.21,10.395,9.155000000000001,6.36,60.095,60.74,66.11
814006732,5,351,809,891,2349484681,3079057468,3165272424,6693688.54985755,3806004.286773795,3552494.303030303,3720000,2000000,1900000,21941843.699221186,12636872.502767382,4702762.719396225,52,51,55,4,4,4,175,242,235,1,1,1,49.85754985754986,29.913473423980225,26.374859708193043,1,0,0,1,0,1,6.132861375957506,Bajo,9261,8993.5,7678,213.5,54,57.5,154.5,98,272,1101,6908,5170,5423,5564,4999,5341.5,5346,11401015000,13564650000,14211320000,728375000,1743035000,416850000,96426.68,32628.44,26501.72,0,4,2,0,0,71.985,70.35875,63.595,65.08,65.09,7.24,5.8,4.055,35.875,34.96,38.125
814006908,6,976,840,852,2905187791,3683971258,4024451183,2976626.8350409837,4385680.069047619,4723534.252347418,1933050,2428000,3436551.5,2996688.8980115606,7859192.425877679,5435889.1360998,36,58,49,4,4,4,210,211,201,0,0,0,21.51639344262295,25.11904761904762,23.591549295774648,0,1,0,0,0,1,6.862784793708627,Bajo,8364,8110.5,9254,144,154,161.5,234,350.5,394.5,0,0,5357,5517.5,5499,5280.5,5578.5,5568,478282375000,584100990000,651644905000,14207355000,-13331460000,27478155000,67023.095,0,4023.345,2.5,3.5,2,6945060637.56,0,49.45125,70.50375,76.07,75.94,76.85,65.68,65.83500000000001,65.505,23.66,24.975,26.345
814007194,5,345,734,746,832360806,1661491093,4739634868,2412640.0173913045,2263611.8433242505,6353397.946380697,1700000,1570000,1656232,2569534.21018799,2863263.461093891,79143408.67218365,27,53,52,4,4,4,121,200,187,0,0,0,35.07246376811594,27.247956403269757,25.067024128686327,0,0,0,0,0,0,16.764041105308735,Medio,2621.5,2510.5,4640.5,183,72.5,81.5,0,33,0,592,7357,5023,5054,4885,4902,5202.5,4970,13854470000,9718920000,11068640000,1216320000,1905035000,1192355000,184316.375,0,48347.56,0,2.5,1,2512832745.6,0,69.375,82.66125,65.72999999999999,63.045,61.48,3.63,3.565,2.495,21.93,23.66,24.975
815000316,5,1,1895,1613,1270000,45724700713,35691945309,1270000,24129129.66385224,22127678.430874147,1270000,4200000,4800000,0,170209542.0392369,185128307.11577466,1,4,4,1,1,1,1,486,367,1,1,1,100,25.646437994722955,22.752634841909487,0,0,0,0,1,0,8.305495479384806,Bajo,9759,9710,8925.5,313.5,436.5,349.5,471.5,255.5,98.5,258,7004,5105,5231,5238,5130,5438,5475,359871320000,414651820000,491169845000,28466230000,-26380200000,80446780000,3.55,0,0,0,4,0,1216029817,0,0,0,76.56,74.815,75.02,63.74,63.7,64.985,23.275,24.86,24.86
815001140,5,0,27,0,0,3769896818,0,0,139625808.07407406,0,0,37800000,0,0,234441095.6330251,0,0,19,0,0,4,0,0,24,0,0,0,0,0,88.88888888888889,0,0,0,0,0,0,0,36.53697448299098,Alto,10847.5,10775.5,9607.5,367.5,550.5,560,311,285,225,302,7349,5001,5180,5221,5121,5364.5,5467,122263765000,154587650000,172162010000,370155000,5691670000,5863210000,1569.53,1613.5149999999999,1207.095,0,1,1,0,0,0,0,70.795,69.38499999999999,72.47,65.38,64.9,65.9,22.84,24.975,25.22
816005003,5,1397,2016,2687,34573003847,42659370137,53802002578,24748034.249821045,21160401.853670634,20023075.0197246,5473372,7525887,6000000,220163711.8092352,100936454.66610277,132388247.105922,30,59,62,4,4,4,669,871,1000,1,1,1,47.88833214030064,43.20436507936508,37.21622627465575,1,1,1,1,1,1,6.658970593538293,Bajo,9621,9567,10206,496.5,518.5,521.5,102,195.5,64.5,0,0,5105.5,5144.5,5208,5172,5384,5472,573218620000,683798615000,771155875000,18290585000,-47522335000,30358155000,36.160000000000004,94.70500000000001,73.00500000000001,1,1,1,18804809446.47,0,0,0,79.78,79.735,79.28,72.405,71.365,72.86,16.835,18.805,19.045
817.003.532-4,5,70,647,601,1086879588,8862338967,11354046953,15526851.257142857,13697587.27511592,18891925.046589017,4926910,4550000,6022100,23350601.65812477,22988324.487694446,28565856.571756456,27,62,61,4,4,4,50,190,116,0,0,1,71.42857142857143,29.36630602782071,19.30116472545757,0,0,0,0,0,0,24.307544104915095,Medio,9500,9571.5,9358.5,282.5,247.5,257.5,110.5,67,79.5,429,6899,4747.5,4715.5,4810,4795.5,5008.5,5033,60909775000,69473375000,90624425000,7418165000,765215000,1492625000,32175.26,20173.985,14839.03,3,4.5,3,4584465866,0,70.96875,74.675,73.155,70.265,72.88,12.79,11.120000000000001,8.36,51.265,57.685,62.845
817000999,5,260,250,203,6258829145,6908830930,10861215982,24072419.78846154,27635323.72,53503527.00492611,6821022.5,7262388.5,15000000,77429519.16843876,69358623.51257963,113665334.24491273,29,52,59,4,4,4,114,88,102,0,0,1,43.84615384615385,35.199999999999996,50.24630541871922,1,1,0,1,1,0,20.834381716503405,Medio,8585.5,8309.5,8443,437,247,263.5,136,79,178.5,670,6940,4668.5,4870.5,5139,4725.5,5097,5260,25599210000,27197605000,33744170000,-29360000,762550000,419405000,74343.315,5770.525,15503.36,2.5,5.5,3,11867084890.01,0,69.13,68.55875,66.74,66.91,66.68,9.825,9.17,6.67,60.015,60.225,62.65
818001019,5,4,2,2,3542391950,957717944,200000000,885597987.5,478858972,100000000,311826877,478858972,100000000,1192923611.309114,49879101.62707827,7071067.811865475,3,1,2,2,1,2,4,1,2,0,0,1,100,50,100,0,0,0,0,0,0,51.60787467018603,Alto,9803.5,9530,9966,204.5,111,142,11,119,88.5,0,0,4296,4243,4364,4456.5,4685,4789,262518290000,235032205000,261929605000,-20281245000,-1048700000,-44605200000,610422.1000000001,107545.59,66649.16,7.5,4.5,8,22512963071.72,20640225080.85,65.895,54.13125,73.555,73.88,76.3,68.325,67.58500000000001,65.365,18.99,20.98,22.955
819000736,5,0,29,881,0,80830000,2584024086,0,2787241.379310345,2933057.9863791144,0,2550000,1656232,0,1648662.1124668764,7099118.413729635,0,3,33,0,1,4,0,7,179,0,0,1,0,24.137931034482758,20.317820658342793,0,0,0,0,0,0,6.710439853849603,Bajo,10109.5,11391,11056,319.5,176.5,192.5,123,288,211,1244,5580,4460,4491,4537,4479.5,4822.5,4881,32386940000,28451380000,25889445000,-10658825000,-518285000,2381240000,59826.995,25246.245,41713.075,0,5,1,1175302594,0,67.0275,75.52125,67.17,61.45,60.99,10.52,11.745000000000001,9.485,43.894999999999996,44.730000000000004,47.995000000000005
819001107,5,0,25,8,0,34596246,10794314,0,1383849.84,1349289.25,0,919727,991820,0,988131.0149487044,1046241.551582855,0,3,1,0,1,1,0,17,8,0,1,1,0,68,100,0,0,0,0,0,0,22.227349395130645,Medio,9510,9193,9671,445,209,125,34,465.5,37,1383,7146,4499.5,4468.5,4405,4521.5,4792,4693,12800155000,27126960000,32909685000,1238885000,-663575000,1472400000,48578.95,32782.405,128724.04000000001,1,3,1,456509299,1215649903,55.87875,53.385,71.82,64.94,64.76,11.239999999999998,11.89,9.41,54.480000000000004,56.875,59.69
819001235,5,88,207,320,186155129,607478350,1417926774,2115399.1931818184,2934678.0193236717,4431021.16875,1400000,1600000,3000000,1771493.6633362155,6059836.999017775,5265202.450192528,1,1,1,1,1,1,41,56,82,1,1,1,46.590909090909086,27.053140096618357,25.624999999999996,0,0,0,0,0,0,9.356955711552407,Bajo,7677.5,7793.5,6992,212,85.5,190,763.5,1311,674,1676,6502,4262,3998.5,4148,4169.5,4556.5,4485,11088510000,13711700000,11029640000,-640945000,1843695000,379625000,41008.375,212782.76,0,2,2,0,429089514.24,0,50.635,55.82625,60.474999999999994,60.574999999999996,59.97,5.640000000000001,7.16,4.43,30.185,34.010000000000005,30.36
819001269,5,40,207,496,338922969,636885425,2171937300,8473074.225,3076741.183574879,4378905.846774193,3988106,2050000,2062500,11693001.46315755,3215184.0318837725,8176751.9603010705,2,12,16,1,1,4,39,83,121,1,1,1,97.5,40.09661835748793,24.39516129032258,0,0,0,0,0,0,8.290916736757211,Bajo,11550,10849,9862,522.5,295.5,448,264.5,250,101.5,1456,7247,4298.5,4292,4176,4294,4628,4487,21274755000,21544720000,24634680000,2631330000,1883655000,1778115000,105119.61,150173.4,0,0,4,0,679684412,0,68.765,75.61,63.055,62.42,65.2,8.485,10.41,8.225,45.33,45.019999999999996,47.715
819001274,7,0,0,105,0,0,623463069,0,0,5937743.514285714,0,0,4374999,0,0,5748957.88024044,0,0,2,0,0,1,0,0,56,0,0,1,0,0,53.333333333333336,0,0,0,0,0,0,10.433167228407209,Bajo,7218,7218,9332,465,306,475.5,144,619,34,1285,7411,4461.5,4421.5,4402,4350,4760.5,4636,17569355000,18014115000,19584955000,1581060000,-483825000,2700050000,74218.98999999999,38569.815,103872.5,0,4,1,819718066,457260922.5,69.80666666666667,63.785,68.555,63.18,65.38,9.844999999999999,10.02,8.525,28.595,28.53,32.45
819001302,5,0,242,634,0,993871436,2353551856,0,4106906.7603305783,3712226.902208202,0,2713325,1840400,0,5783696.331410654,7489846.978808002,0,23,29,0,4,4,0,93,139,0,0,0,0,38.429752066115704,21.92429022082019,0,0,0,0,0,0,9.229925998777503,Bajo,9796,10315,10327,508.5,377.5,209,161.5,364,38.5,1582,7281,4389,4240,4174,4430,4672,4608,13788165000,19841995000,15890880000,-30985000,-2056155000,-1343820000,45511.7,219921.505,41118.165,3,1,0,1315054039,0,62.75125,75.46625,58.95,56.61,58.71,8.935,9.760000000000002,8.055,33.59,34.075,38.545
819001309,5,0,556,457,0,4071610860,2495755218,0,7323041.1151079135,5461171.155361051,0,3000000,3671314,0,39690506.62126265,4326730.574574385,0,15,12,0,4,1,0,158,167,0,0,1,0,28.41726618705036,36.542669584245075,0,0,0,0,0,0,9.73169050562801,Bajo,7261.5,6851.5,7261.5,294.5,287,348,462.5,778,383,1480,6586,4112,3948,3915,4051.5,4395.5,4231,20983080000,22492820000,28690775000,6146845000,28765000,363135000,73459.01000000001,19854.02,46583.96,3,0,0,520576024,0,58.74125,58.42125,58.97,68.85,71.18,10.265,12.455,9.085,52.655,52.735,56.685
819001345,7,0,76,212,0,192114653,791242077,0,2527824.3815789474,3732273.9481132077,0,1800000,2496000,0,1956695.1668518016,3836023.2563951295,0,2,3,0,1,1,0,39,55,0,1,1,0,51.31578947368421,25.943396226415093,0,0,0,0,0,0,11.553356297131103,Bajo,9858.5,10706.5,10137,466,264.5,163,238,795.5,503.5,1646,4809,4169,3799.5,3998,4134.5,4434.5,4485,13176040000,16127525000,20800465000,-978430000,4530355000,-3032800000,81729.175,33202.75,350145.6,0,3,0,580123052.97,0,54.24375,50.8975,58.75,58.725,52.12,6.21,7.67,5.535,31.07,31.464999999999996,33.59
819001352,5,49,1,272,280050212,1000000,2205639939,5715310.448979592,1000000,8108970.363970588,2650000,1000000,2500000,13578820.26676992,0,65629610.8362971,1,1,45,3,1,4,35,1,98,1,0,1,71.42857142857143,100,36.029411764705884,0,0,0,0,0,0,21.48888178453382,Medio,11311.5,12154,10791.5,226,375,594,375,443,217,1392,6840,4415.5,4415,4177,4472.5,4824,4553,14689290000,12534560000,20578600000,1186825000,985480000,2094410000,53972.585,22529.015,442910.92,2,1.5,2,17531171868.34,1307187739,76.92125,66.62625,62.375,61.8,72.13,6.97,7.4350000000000005,5.6,36.2,39.085,37.595
819001363,4,367,750,850,1216115643,2139523046,2843060250,3313666.6021798365,2852697.3946666666,3344776.7647058824,2400000,2284334,2505332,5761631.753406175,2379800.1970634595,3338771.0139049795,18,32,59,4,4,4,99,168,202,0,0,0,26.975476839237057,22.400000000000002,23.764705882352942,0,0,0,0,0,0,5.046172417689396,Bajo,7121,6821,7904.5,345.5,504.5,699.5,349,884.5,228,1897,5772,4397.5,4351,4447,4413.5,4840,4697,23959325000,24309065000,30928380000,400735000,96070000,161360000,72825.965,34136.6,0,1,1.5,1,1526717324,0,70.74625,79.7075,74.59,70.83,76.67,10.155000000000001,10.58,8.225,36.475,41.465,43.925
819001712,5,0,220,974,0,571480184,4881031940,0,2597637.2,5011326.427104723,0,1678908,2500000,0,2695486.9341049357,10486729.773286471,0,26,77,0,4,4,0,89,215,0,0,0,0,40.45454545454545,22.073921971252567,0,0,1,0,0,1,11.775761018287737,Bajo,8064,7950,8021,188.5,257.5,375.5,70,702,283,1257,7010,4279,4174,4294,4359.5,4657.5,4645,26062035000,28182215000,40756665000,53455000,350445000,7530730000,80471.56,17291.13,169028.385,2.5,3,1,1281700000,0,60.99875,61.0075,64.88499999999999,65.305,71.23,12.934999999999999,13.745000000000001,10.26,45.555,47.32,52.68
