ruta_web,error_cuantia_proceso,error_cuantia_contrato,cuantia_contrato_real,error_adicion,valor_adicion_real,cuantia_proceso_real,proceso,uid
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10409302 ,0,0,,0,,1,consultoria,20-4-10409302-9532761
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4042683,0,0,,0,,1,consultoria,15-4-4042683-3743502
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2284401,0,1,14000000,0,,1,consultoria,14-12-2284401-2144205
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7283756,0,1,25000000000,0,,1,consultoria,17-12-7283756-6635009
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9449786,0,0,,0,,1,consultoria,19-12-9449786-8600379
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6205796,0,1,20656000,0,,1,consultoria,17-13-6205796-5834706
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10166658,0,0,,0,,1,consultoria,19-4-10166658-9287654
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9199334 ,1,1,82800000,0,,1,consultoria,19-12-9199334-8370854
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10410459,0,1,10500000,0,,1,consultoria,20-12-10410459-9533903
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-13-4924039,0,1,19215000,0,,1,consultoria,16-13-4924039-4534455
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9020335,0,1,13500000,0,,1,consultoria,19-12-9020335-8205481
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2701620,0,1,24200000,0,,1,consultoria,14-12-2701620-2528111
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5974992,0,0,,0,,1,consultoria,16-12-5974992-5438515
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9011473 ,1,1,22384300,0,,1,consultoria,19-12-9011473-8197408
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9297028,0,0,,1,3622500000,1,consultoria,19-4-9297028-8459650
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9936339,0,0,,0,,1,consultoria,19-4-9936339-9063219
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4416385 ,0,0,,0,,1,consultoria,15-12-4416385-4060168
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9478664,0,0,,0,,1,consultoria,19-4-9478664-8626078
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-60289660.,0,1,18000000,0,,1,consultoria,17-4-6028966-5489835
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9428778,0,1,28560000,0,,1,consultoria,19-4-9428778-8580336
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2600478 ,0,0,,0,,1,consultoria,14-4-2600478-2438187
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2781535,0,0,,0,,1,consultoria,14-4-2781535-2603375
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4230498,0,0,,0,,1,consultoria,15-12-4230498-3903695
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9282608,0,1,18268000,0,,1,consultoria,19-13-9282608-9010370
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2390069 ,1,1,67200000,0,,1,consultoria,14-4-2390069-2247808
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8384868,0,0,,0,,1,consultoria,18-12-8384868-7628331
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7523856 ,0,0,,0,,1,consultoria,18-12-7523856-6837639
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2787708,1,1,12936000,0,,1,consultoria,14-12-2787708-2609322
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-167138,0,0,,0,,1,consultoria,16-1-167138-9137906
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8839298,0,0,,1,430000000,1,consultoria,19-4-8839298-8041280
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4375457,0,1,40000000,0,,1,consultoria,15-4-4375457-4027086
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9329496,0,0,,0,,1,consultoria,19-4-9329496-8490519
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10047431 ,0,1,31440000,0,,1,consultoria,19-12-10047431-9170652
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-127709,1,0,,0,,1,consultoria,14-1-127709-3766594
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5016733,0,1,17272700,0,,1,consultoria,16-4-5016733-4635547
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9793899,0,1,69972000,0,,1,consultoria,19-4-9793899-8923603
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6353691 ,0,1,25680000,0,,1,consultoria,17-12-6353691-5779127
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9756642 ,0,0,,0,,1,consultoria,19-4-9756642-8889277
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2388663,0,1,22500000,0,,1,consultoria,14-12-2388663-2246378
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5917545,0,1,28800000,0,,1,consultoria,16-12-5917545-5380391
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2874970,0,1,13600000,0,,1,consultoria,14-13-2874970-4015785
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6029057,0,1,15600000,0,,1,consultoria,17-4-6029057-5489885
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2285678,0,1,24000000,0,,1,consultoria,14-12-2285678-2145482
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6722474,0,0,,0,,1,consultoria,17-12-6722474-6113182
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7913963,0,0,,0,,1,consultoria,18-4-7913963-7185835
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3629924,0,1,63684000,0,,1,consultoria,15-4-3629924-3406073
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10102744,0,0,,0,,1,consultoria,19-4-10102744-9224987
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9165676,0,1,15264000,0,,1,consultoria,19-12-9165676-8342726
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7021201 ,0,1,11340000,0,,1,consultoria,17-4-7021201-6377581
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2707737,0,1,31600000,0,,1,consultoria,14-12-2707737-2533168
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9391285 ,1,1,39200000,0,,1,consultoria,19-12-9391285-8546030
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-4601232,1,1,31800000,0,,1,consultoria,16-12-4601232-5029162
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2242164,0,0,,0,,1,consultoria,14-4-2242164-2102688
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6962721,0,0,,0,,1,consultoria,17-4-6962721-6323862
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5299528,0,1,29250000,0,,1,consultoria,16-12-5299528-5001657
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5957698 ,0,0,,0,,1,consultoria,16-4-5957698-5419389
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10439659,0,1,16660000,0,,1,consultoria,20-12-10439659-9562023
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8537423,0,0,,0,,1,consultoria,18-12-8537423-7766241
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8959165,0,1,16068000,0,,1,consultoria,19-4-8959165-8151238
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10298660,0,1,63250000,0,,1,consultoria,20-12-10298660-9438398
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3832987,0,0,,0,,1,consultoria,15-12-3832987-3573895
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7499720,0,1,10000200,0,,1,consultoria,18-4-7499720-6815379
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3430927,0,0,,0,,1,consultoria,15-4-3430927-3236275
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8905665,0,1,21600000,0,,1,consultoria,19-12-8905665-8103019
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10463401,0,0,,0,,1,consultoria,20-4-10463401-9586152
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2790361 ,0,1,14000000,0,,1,consultoria,14-12-2790361-2612000
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2562934 ,0,1,22750000,0,,1,consultoria,14-4-2562934-2404929
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-13-5216984,0,1,19000000,0,,1,consultoria,16-13-5216984-4893335
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-4784466,0,1,10250000,0,,1,consultoria,16-12-4784466-4425225
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9129431,0,0,,0,,1,consultoria,19-12-9129431-8306047
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5200748,0,1,10500000,0,,1,consultoria,16-12-5200748-4747527
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8760429,0,0,,0,,1,consultoria,18-12-8760429-7963063
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-9-454304,0,0,,0,,1,consultoria,19-9-454304-8611826
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10363196,0,1,19800000,0,,1,consultoria,20-4-10363196-9525535
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9489430,0,1,32900000,0,,1,consultoria,19-12-9489430-8999306
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3192711 ,0,0,,0,,1,consultoria,14-12-3192711-2991245
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9974280 ,0,1,30000000,0,,1,consultoria,19-4-9974280-9098915
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3579675,0,1,3000000000,1,34596242431,1,consultoria,15-4-3579675-5288175
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4074106,0,1,11204200,0,,1,consultoria,15-12-4074106-3770043
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6568383 ,1,1,62400000,0,,1,consultoria,17-12-6568383-5971255
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8583713,0,0,,1,23384366390,1,consultoria,18-4-8583713-7809495
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10020290,0,1,630000,0,,1,consultoria,19-4-10020290-9145917
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6164608,0,1,11760000,0,,1,consultoria,17-12-6164608-5755252
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4651217,0,1,20000000,0,,1,consultoria,16-4-4651217-4279698
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6889059,0,1,11985000,0,,1,consultoria,17-13-6889059-6295941
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2362373,0,1,42400000,0,,1,consultoria,14-12-2362373-2220818
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10435862,0,0,,0,,1,consultoria,20-12-10435862-9558242
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3699296 ,0,1,36450000,0,,1,consultoria,15-12-3699296-3466728
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6767375 ,0,0,,0,,1,consultoria,17-12-6767375-6154787
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10283720,0,1,24528000,0,,1,consultoria,20-12-10283720-9415580
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7532316,0,0,,0,,1,consultoria,18-12-7532316-6845074
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2905758,0,1,18000000,0,,1,consultoria,14-12-2905758-2723143
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9168687,0,1,100000000,0,,1,consultoria,19-12-9168687-8342849
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8333004,0,0,,0,,1,consultoria,18-12-8333004-7580097
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8142916,1,1,17950000,0,,1,consultoria,18-12-8142916-7400342
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9931993,0,1,10575000,0,,1,consultoria,19-4-9931993-9058600
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8043362,0,1,12000000,0,,1,consultoria,18-4-8043362-7307418
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2812991,0,0,,0,,1,consultoria,14-12-2812991-2633893
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2467882,0,1,31312000,0,,1,consultoria,14-12-2467882-2318624
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10417156,0,1,10500000,0,,1,consultoria,20-12-10417156-9539508
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6287718,0,1,21490000,1,6000000,1,consultoria,17-13-6287718-5752624
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8951933,0,1,21000000,0,,1,consultoria,19-4-8951933-8156521
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2479316,0,1,17200000,0,,1,consultoria,14-13-2479316-2378294
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9784733,0,1,55000000,0,,1,consultoria,19-12-9784733-8914997
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9834273 ,0,1,69700000,0,,1,consultoria,19-13-9834273-9081344
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10133770,0,1,12150000,0,,1,consultoria,19-12-10133770-9255687
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-164058,0,0,,0,,1,consultoria,16-1-164058-6209132
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4491011,0,1,15600000,0,,1,consultoria,15-13-4491011-4150567
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9329947,0,0,,0,,1,consultoria,19-4-9329947-8490642
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4406994,0,1,21800000,0,,1,consultoria,15-13-4406994-4092926
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5050786,0,0,,0,,1,consultoria,16-12-5050786-4664977
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10489397,0,0,,0,,1,consultoria,20-4-10489397-9612405
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9035819 ,0,1,20351000,0,,1,consultoria,19-13-9035819-8306915
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8622930,0,0,,0,,1,consultoria,18-4-8622930-7845078
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4163,0,0,,1,2.84E+11,1,consultoria,19-22-4163-8208328
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6356616,0,1,10800000,0,,1,consultoria,17-4-6356616-6392560
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3430803,0,0,,0,,1,consultoria,15-4-3430803-3236147
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4059466,0,1,37500000,0,,1,consultoria,15-4-4059466-3758729
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-131873 ,0,0,,0,,1,consultoria,15-1-131873-3830862
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9254528,0,1,40000000,0,,1,consultoria,19-12-9254528-8419818
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3712802 ,0,0,,0,,1,consultoria,15-12-3712802-3475264
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7973578 ,0,0,,0,,1,consultoria,18-12-7973578-7245316
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10495282,0,1,117102000,0,,1,consultoria,20-12-10495282-9617405
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-109692,0,0,,0,,1,consultoria,14-1-109692-2424032
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4154713,0,0,,0,,1,consultoria,15-12-4154713-3839039
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10445738,0,0,,0,,1,consultoria,20-4-10445738-9568180
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2603202,0,0,,0,,1,consultoria,14-12-2603202-2440649
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7114283 ,0,0,,0,,1,consultoria,17-4-7114283-6463415
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6163590,0,1,14175000,0,,1,consultoria,17-4-6163590-5735265
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9838660,0,0,,0,,1,consultoria,19-4-9838660-8966804
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3346181,0,1,10450000,0,,1,consultoria,15-12-3346181-3153170
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3884749,0,0,,0,,1,consultoria,15-12-3884749-3616489
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-113393 ,0,0,,0,,1,consultoria,14-1-113393-3979023
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2390123,1,1,300000000,0,,1,consultoria,14-4-2390123-2247856
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3594140 ,0,1,25000000,0,,1,consultoria,15-13-3594140-3428918
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10164646,0,1,11000000,0,,1,consultoria,19-12-10164646-9316561
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3259889,0,1,20000000,0,,1,consultoria,14-12-3259889-3060126
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8147564,0,1,19300000,0,,1,consultoria,18-12-8147564-7405066
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9631173,0,1,35616000,0,,1,consultoria,19-4-9631173-8765699
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9288925 ,0,0,,0,,1,consultoria,19-12-9288925-8451990
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7597944,0,1,14655000,0,,1,consultoria,18-4-7597944-6903955
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7122961,1,1,20000000,0,,1,consultoria,17-12-7122961-6471059
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10109125,0,1,30000000,0,,1,consultoria,19-12-10109125-9231536
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3087150 ,0,0,,0,,1,consultoria,14-12-3087150-2894396
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9414734,0,1,42750000,0,,1,consultoria,19-13-9414734-8687717
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8939415,0,1,40000000,0,,1,consultoria,19-12-8939415-8133457
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8629042,0,0,,0,,1,consultoria,18-12-8629042-7850123
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5345404,0,0,,0,,1,consultoria,16-4-5345404-4877285
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8982042,0,1,19800000,0,,1,consultoria,19-12-8982042-8170834
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-164965,0,0,,0,,1,consultoria,16-1-164965-5447412
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9101580,0,0,,0,,1,consultoria,19-12-9101580-9072541
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9646699,0,1,20000000,0,,1,consultoria,19-12-9646699-8786219
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-169743,1,0,,1,4340000000,1,consultoria,17-1-169743-5954577
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4026307,0,0,,0,,1,consultoria,15-4-4026307-3730742
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9557735,0,1,12000000,0,,1,consultoria,19-13-9557735-8744845
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5165609,0,1,20652000,0,,1,consultoria,16-12-5165609-4716546
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9381740,0,0,,0,,1,consultoria,19-12-9381740-8537944
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7482026,0,1,21165692957,0,,1,consultoria,18-12-7482026-6799048
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7495480,0,0,,1,390000000,1,consultoria,18-4-7495480-6811676
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6086107,0,1,30984000,0,,1,consultoria,17-13-6086107-5819921
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9667824,0,1,116620000,0,,1,consultoria,19-4-9667824-8799107
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4374710,0,1,80000000,0,,1,consultoria,15-4-4374710-4026436
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10294701,0,1,35000000,0,,1,consultoria,20-12-10294701-9425366
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6354435,0,1,16285000,0,,1,consultoria,17-4-6354435-6392483
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-9-455624,0,1,70000000,0,,1,consultoria,19-9-455624-8698475
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3278975,0,0,,0,,1,consultoria,15-12-3278975-3083797
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7101875,0,0,,0,,1,consultoria,17-12-7101875-6452638
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9727809,0,1,74090000,0,,1,consultoria,19-13-9727809-8901963
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4416097,0,1,19600000,0,,1,consultoria,15-4-4416097-4059834
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5938575,0,0,,0,,1,consultoria,16-12-5938575-5400215
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9469864,0,0,,0,,1,consultoria,19-12-9469864-8618269
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6380 ,0,0,,0,,1,consultoria,18-21-6380-8037174
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6031858,0,0,,0,,1,consultoria,17-12-6031858-5492356
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6753193,0,0,,0,,1,consultoria,17-12-6753193-6141174
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8497907,0,0,,0,,1,consultoria,18-4-8497907-7733006
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4045409,0,1,20000000,0,,1,consultoria,15-12-4045409-3745920
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4564916,0,0,,1,1195445600,1,consultoria,16-4-4564916-4217005
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9346213 ,0,1,16400000,0,,1,consultoria,19-4-9346213-8505611
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-9-450523,0,1,37918000,0,,1,consultoria,18-9-450523-7934724
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130883 ,0,0,,0,,1,consultoria,14-1-130883-4040736
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7721262,0,1,10150000,0,,1,consultoria,18-12-7721262-7012758
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4938455,0,1,24000000,0,,1,consultoria,16-4-4938455-4528271
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9000287,0,1,23675000,0,,1,consultoria,19-12-9000287-8186469
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-4592007,1,1,18348000,0,,1,consultoria,16-12-4592007-4228293
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8660393,0,0,,0,,1,consultoria,18-12-8660393-7877040
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10399107 ,0,0,,0,,1,consultoria,20-4-10399107-9523665
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5347586,0,1,12000000,0,,1,consultoria,16-12-5347586-4879587
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3383838,0,1,50000000000,0,,1,consultoria,15-12-3383838-3190016
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9948624,0,1,21600000,0,,1,consultoria,19-4-9948624-9074342
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8589630,0,0,,0,,1,consultoria,18-12-8589630-7815026
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8259583,0,1,14310000,0,,1,consultoria,18-12-8259583-7513041
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6865715 ,0,0,,0,,1,consultoria,17-12-6865715-6240314
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5974796,1,1,13275862069,0,,1,consultoria,16-12-5974796-5438254
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7266577,0,1,62000000,0,,1,consultoria,17-12-7266577-6779732
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4203093,1,0,,0,,1,consultoria,15-4-4203093-3881166
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3040340,0,0,,0,,1,consultoria,14-12-3040340-2849527
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6290964,0,0,,0,,1,consultoria,17-4-6290964-5722069
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6750306,0,0,,0,,1,consultoria,17-12-6750306-6138367
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9288960,0,0,,0,,1,consultoria,19-4-9288960-8531485
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7205306 ,0,0,,0,,1,consultoria,17-12-7205306-6546950
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2962271,0,1,12400000,0,,1,consultoria,14-13-2962271-2988204
