codigo_entidad,ine_coberturaNeta_m,ine_tasaDesercion_m,ine_tasaRepitencia_m,ine_tasaAnalfabetismo_m,ine_porcentajeAsistencia_m,ine_pruebaLecturaMatematicas_m,ine_pruebaLecturaCritica_m
19110,7093.333333333333,234.66666666666666,49,888,6833,4085.6,4363.4
19130,7502,323.8333333333333,154.33333333333334,1144,6588,4676.8,4770.4
19137,9652.5,287.3333333333333,14,1170,6731,4249.4,4461.2
19142,14709.333333333334,206.16666666666666,57.833333333333336,797,7598,4334.2,4593.2
19212,7839.833333333333,387.3333333333333,82.16666666666667,868,6641,4487.4,4684.4
19256,8702.666666666666,303.3333333333333,103.66666666666667,1035,6711,4633,4798.4
19290,8749.5,188.66666666666666,91.66666666666667,911,7095,4868.2,4890.2
19300,7138,135.16666666666666,114.33333333333333,445,7281,4125.6,4302.6
19318,8335,248.83333333333334,0.8333333333333334,1620,7411,3961,4275
19355,7710,311.6666666666667,125.83333333333333,1069,7224,4629.4,4776.4
19364,7458.666666666667,280.1666666666667,105.5,1266,6926,3927.4,4172.6
19392,8851.833333333334,346,115.83333333333333,961,6895,4552.4,4753.8
19397,3414.6666666666665,402.1666666666667,249.83333333333334,1016,6641,4456.2,4642
19418,9259,286.6666666666667,31.166666666666668,1488,7147,3587.2,3919.6
19450,7077,209.66666666666666,48.166666666666664,1147,6601,4807,4869.8
19455,6500.333333333333,269.3333333333333,109.83333333333333,613,7053,4893.2,4999.8
19473,10033.833333333334,475,58.333333333333336,1074,7054,4543.2,4729.2
19513,9702.5,313.5,4.666666666666667,446,6459,4167,4476.4
19517,8435.833333333334,378,75.66666666666667,1108,7196,4232.6,4462
19532,7610.833333333333,408.8333333333333,128.5,1052,6811,4558.8,4702
19533,9641.5,481.8333333333333,402.8333333333333,609,6667,4493,4742.6
19548,7929,288.3333333333333,98,770,6738,4660.6,4851.8
19573,9399.5,259.8333333333333,30.333333333333332,340,6969,4388.2,4645.6
19585,6998.666666666667,205.5,140.16666666666666,667,6726,4450,4673.6
19622,6767.166666666667,304.8333333333333,70.66666666666667,974,8275,4640.2,4828.4
19693,5582.5,191.5,73.66666666666667,856,7413,4478.8,4503.8
19698,9476.666666666666,262.5,85.66666666666667,429,6899,4747.2,4928.2
19701,4777,311.5,112.33333333333333,631,6959,4681.2,4742.8
19743,7949.166666666667,333,49.666666666666664,1002,7129,4328.4,4557
19760,4880,255.5,87.16666666666667,543,7083,4707.8,4785.6
19780,8350.666666666666,280.1666666666667,69.33333333333333,801,5552,4093.8,4406.4
19785,6021.666666666667,241.16666666666666,40,1470,6507,4539.8,4801.8
19807,8446,315.8333333333333,131.16666666666666,670,6940,4843.4,4981
19809,9789.666666666666,292.5,52.166666666666664,1672,7848,3742.6,4001.8
19821,8296.5,347.1666666666667,45.333333333333336,1203,7259,4121.8,4397.6
19824,7391.166666666667,267.8333333333333,142.33333333333334,747,6787,4260.8,4507.4
19845,7877.333333333333,360,83.33333333333333,295,7313,4258.8,4512.2
20000,9661.333333333334,441.1666666666667,126.5,869,7008,4806,4946.6
20001,8862.166666666666,390.3333333333333,125.66666666666667,NA,NA,4950.6,5129.8
20011,9288.166666666666,423.3333333333333,169.16666666666666,925,7023,4787.6,4923.8
20013,11289.166666666666,546.1666666666666,153,1159,6582,4697.2,4799.2
20032,8826.666666666666,399.6666666666667,137.5,1206,7049,4535.8,4679.4
20045,13919.666666666666,479.8333333333333,59.166666666666664,952,6954,4644.4,4678.4
20060,8936.5,607,168.33333333333334,1035,7053,4518.4,4680.4
20175,10254.833333333334,342.8333333333333,16.5,1437,7364,4384.6,4555
20178,12285.5,485.6666666666667,163.83333333333334,1036,7157,4543.4,4630.2
20228,12431.333333333334,211.66666666666666,72.66666666666667,1099,6465,4617,4819.6
20238,10421.5,585.1666666666666,41.166666666666664,1172,6865,4845.2,4904
20250,13696.166666666666,475.6666666666667,33.833333333333336,852,7559,4466.4,4642.8
20295,6369,296.8333333333333,5.166666666666667,1224,6762,4558.4,4683.8
20310,6233.166666666667,409.8333333333333,416,1891,7684,5130.2,5200
20383,9842,448.3333333333333,115,1396,7227,4671.2,4810.6
20400,15084.666666666666,407,172.16666666666666,870,6790,4562.6,4723.8
20443,6825,493.3333333333333,293.1666666666667,1050,7210,4895.8,4930.2
20517,9549.666666666666,395.5,112,1310,6929,4669.2,4792.4
20550,9477.5,482.5,63.5,1533,6984,4508.6,4700.4
20570,8101.833333333333,582.3333333333334,59.166666666666664,2133,6909,4691.4,4773.8
20614,10707.333333333334,509.8333333333333,192.16666666666666,1646,7404,5007,5052.6
20621,10680.166666666666,644.1666666666666,83.66666666666667,981,7176,4794,4977.6
20710,8499.666666666666,502.3333333333333,407.5,808,6702,5220.2,5192.6
20750,11168,552.1666666666666,67.5,1088,7415,4585.8,4888.8
20770,10328.833333333334,534.5,254,1168,6394,4864.8,5030
20787,10622.5,227.5,55.333333333333336,1296,7319,4291,4543.8
23000,9062.166666666666,255,333,1155,7252,4770.2,4921.2
23001,9821.5,301.8333333333333,406.5,NA,NA,5118.8,5239.2
23068,8504,224.5,374,1587,7009,4335,4604
23079,8810.666666666666,289,234.83333333333334,1528,7084,4470.4,4707.8
23090,8785.833333333334,239.66666666666666,474.5,1628,7670,4475.4,4692.6
23162,9831.333333333334,227.5,292.6666666666667,853,7317,4848.4,5034.2
23168,7965.333333333333,85.33333333333333,447,1943,7380,4460,4761.2
23182,9463.833333333334,184.66666666666666,353.5,1348,7202,5022.6,4989
23189,8373.166666666666,164.83333333333334,307.5,1682,6909,4793.6,4857
23300,9879.166666666666,353.6666666666667,433,1230,6926,4507.8,4796
23350,7581.666666666667,346.5,12.666666666666666,1539,6764,4598.4,4779.8
23417,9116.666666666666,304.1666666666667,425,1153,7372,4545,4729
23419,6622.166666666667,271.1666666666667,71.5,1482,6697,4499.4,4627.2
23464,9478.666666666666,80.66666666666667,228.16666666666666,1324,7131,4579.2,4657.8
23466,9474.166666666666,231,196.33333333333334,936,7271,4928.6,5100.6
23500,8716,192.5,129.5,1411,7136,4488.2,4672.8
23555,9682.166666666666,268.5,302.6666666666667,1162,7350,4600.8,4769.8
23570,7135,223.33333333333334,408.1666666666667,1548,7153,4693.4,4808.8
23574,7320.5,200.83333333333334,183.83333333333334,1403,7202,4439.6,4589.8
23580,7604.333333333333,315.5,73.83333333333333,1447,6976,4596.8,4847.6
23586,9472.5,113.33333333333333,249.33333333333334,1606,7039,4387.4,4595
23660,10203.333333333334,201.83333333333334,425,1211,7509,5026,5058.2
23670,8565.666666666666,241.83333333333334,374,2415,7464,4124.6,4395.4
23672,9196,214.66666666666666,438.6666666666667,1215,7233,4371.2,4585.8
23675,8593.333333333334,138.16666666666666,255.5,1385,7295,4681.6,4721.2
23678,8569.333333333334,263.8333333333333,418.3333333333333,1532,7313,4469.4,4654.8
23682,8825,252.16666666666666,104,1525,7182,4209.6,4514.4
23686,8370,260.3333333333333,436.6666666666667,1062,7561,4581.2,4817.6
23807,9198.666666666666,289.1666666666667,266.6666666666667,1491,6812,4560,4737
23815,7155,285.8333333333333,417.5,2776,7378,4262.6,4493.6
23855,8416.333333333334,272.5,269.1666666666667,1486,7271,4424,4612.8
25000,9180,300.5,223.33333333333334,335,7039,5126.6,5220.4
25001,8922.5,300.6666666666667,398.3333333333333,555,7431,4628.2,4852
25019,7894.5,382.3333333333333,11.5,724,6864,4796,4860.2
25035,9898.333333333334,327.1666666666667,529.5,494,7059,4859.6,5034.6
25040,10771.666666666666,260.8333333333333,215.33333333333334,813,7422,4941.6,5081.2
25053,7212,291,544.8333333333334,659,7009,5384.2,5305.8
25086,8677.333333333334,304,289.1666666666667,1045,6752,4458,4524.6
25095,7552.166666666667,210.5,421.8333333333333,992,7553,5023.4,4964.2
25099,6938.833333333333,316.1666666666667,360.6666666666667,340,7226,5243,5229.2
25120,8525.166666666666,221.33333333333334,2,634,7316,4573.8,4707.8
25123,6091.666666666667,366.8333333333333,229.83333333333334,652,7201,5060.2,5151.8
25126,9936.166666666666,261.6666666666667,340.6666666666667,131,7428,5442.8,5496.8
25148,6769.166666666667,244.83333333333334,193.66666666666666,1164,3923,4749,4877.2
25151,9407,276.1666666666667,112.16666666666667,319,6522,5197.8,5137.2
25154,7482.833333333333,73.33333333333333,178.66666666666666,533,7290,4950.2,4877.2
25168,6085.833333333333,134.5,102.5,1114,7585,4853.6,4765.2
25175,10247.166666666666,301.5,194.83333333333334,130,7681,5567.6,5612.4
25178,8418.166666666666,168.16666666666666,715.5,423,7384,5346.4,5195.4
25181,9796.833333333334,187,232.66666666666666,280,7724,5270,5279
25183,7820.333333333333,173,106,437,7272,5151.2,5046.8
25200,8074.833333333333,268.6666666666667,246.83333333333334,399,7591,5377.2,5383.6
25214,22714.833333333332,280.8333333333333,173,173,7412,5559.2,5600.8
25224,7764.5,206.66666666666666,186,623,7419,4926.2,5062.6
25245,9777.5,325.6666666666667,128.66666666666666,703,7192,4939.6,5072.4
25258,8198.833333333334,179.33333333333334,226.83333333333334,1248,6207,4658.6,4742.4
25260,10005,195.33333333333334,345.1666666666667,171,5941,5055.2,5127.6
25269,8608.666666666666,316.5,117.83333333333333,217,7016,5266.4,5349.4
25279,8790.5,253.5,350.3333333333333,452,6738,5162,5131.6
25281,7442.333333333333,250,408.1666666666667,502,7059,4699.6,4827.4
25286,10954.5,250.16666666666666,128.83333333333334,140,7140,5216.4,5370
25288,11943.333333333334,188.66666666666666,324.3333333333333,518,8889,5209.4,5176.6
25290,9448.166666666666,481.5,149.33333333333334,316,7187,5100.8,5231
25293,6406.833333333333,154,355,814,7511,4746,4833
25295,6906.666666666667,320.6666666666667,424.6666666666667,236,6721,5096.6,5136.2
25297,7809.166666666667,93.66666666666667,306.3333333333333,607,7317,5146.4,5107
25299,7898,211.5,348,524,7714,4907.2,4962.8
25307,9180.333333333334,528.5,188.66666666666666,356,6575,4825.2,5047.6
25312,7613.666666666667,247.33333333333334,362.3333333333333,389,7204,4878.8,5031.4
25317,10755.666666666666,294.5,212.66666666666666,586,7110,4957.8,4939.4
25320,6353.5,231.5,297.5,578,7329,5052.8,5112.4
25322,9189.666666666666,315.1666666666667,234.83333333333334,362,7043,5044.8,5114.6
25324,7421.5,347.3333333333333,124.33333333333333,1128,7391,4364.8,4640.6
25326,7578.833333333333,123.83333333333333,128.33333333333334,381,7282,5094.4,5072.4
25328,9078,309,355.8333333333333,692,7184,4734.4,5004.8
25335,13211.166666666666,237.66666666666666,4.833333333333333,530,6252,4742.4,4894.8
25339,7578.666666666667,266.6666666666667,4.833333333333333,491,6722,4517,4671.6
25368,7124.5,155.66666666666666,3.3333333333333335,940,8058,4587.4,4783
25372,6360.166666666667,115,149,543,7887,4798,4836
25377,13644.5,254,448,146,7596,5418.4,5523.8
25386,8875.666666666666,320.5,295.6666666666667,563,7174,5354.4,5459.4
25394,7581.5,175.66666666666666,118.83333333333333,1645,7757,4550.6,4763.6
25398,7004.166666666667,49.333333333333336,85,1468,7729,4650,4840.8
25402,10313.166666666666,269.8333333333333,44.333333333333336,527,7342,5068.2,5216.2
25407,8314.333333333334,186.83333333333334,257.5,428,7565,5240.2,5061.2
25426,9043.5,87.66666666666667,218.66666666666666,809,7601,5139.6,4992.8
25430,9593.5,294.8333333333333,429.5,179,6814,5190.8,5263
25436,6103.833333333333,107.66666666666667,359.3333333333333,968,7912,4862.6,4882.8
25438,7564.166666666667,413.6666666666667,120.33333333333333,774,7199,4823,4830.4
25473,12284.166666666666,377,111.83333333333333,124,7008,5327.8,5433.4
25483,7969.5,227.66666666666666,158,1160,7167,4397.8,4700
25486,8896.666666666666,321.1666666666667,100.83333333333333,337,7205,4996,5035
25488,5735.666666666667,291,103.66666666666667,563,7572,5162,5189.4
25489,4471,246,371.8333333333333,1284,7706,4698.4,4833.8
25491,7374.166666666667,256.3333333333333,24.833333333333332,471,7729,4928,5123
25506,13566.5,233,60.666666666666664,845,7136,4845,4863.2
25513,8424.5,275.8333333333333,53,700,7164,5049,5079
25518,9112.666666666666,304.8333333333333,90.66666666666667,1303,6824,4610.6,4797.2
25524,7143.833333333333,220.66666666666666,35.333333333333336,661,6851,4849.2,4980.8
25530,11215,413.3333333333333,34.166666666666664,645,6700,4857.4,4929
25535,8646.666666666666,247.33333333333334,104.66666666666667,602,7281,5030.4,5063
25572,8209.333333333334,410.8333333333333,121.5,803,7446,4985.6,5046.6
25580,7485.333333333333,164.33333333333334,392.3333333333333,1155,7368,4945.8,4936.2
25592,7911.333333333333,187.66666666666666,106,1107,7959,4911.6,5021.2
25594,9781.166666666666,192.5,41.833333333333336,646,7707,5038.4,5014.4
25596,6684.166666666667,247.16666666666666,181.83333333333334,1192,8025,4643,4804.2
25599,7607.5,202.5,349.1666666666667,755,7179,4484.8,4698.4
25612,8461.5,406.5,581.5,605,7097,4758,4947.8
25645,7784.666666666667,240.16666666666666,482.8333333333333,573,7805,5102.8,5147.4
25649,8359.333333333334,187.66666666666666,242.66666666666666,571,7386,4971.6,5048.2
25653,7803.166666666667,242.5,164.66666666666666,817,8122,4550.4,4634.4
25658,7798.333333333333,383,24,670,7163,4979.8,5088.6
25662,8323.333333333334,254.16666666666666,62.833333333333336,991,7176,4781.4,4886
25718,10123.333333333334,255.33333333333334,316.8333333333333,714,7697,4831.6,4998
25736,7392.666666666667,164.16666666666666,90.83333333333333,316,7302,5240.6,5234.2
25740,8344.666666666666,317,516.8333333333334,625,6572,5070,5151
25743,8439.833333333334,351.6666666666667,26.833333333333332,530,7372,4866.2,5010.2
25745,8144.5,251,689,524,7776,5063.6,5101
25754,9179,317.3333333333333,246.16666666666666,176,6867,5053.8,5224.6
25758,8906,177.66666666666666,124.5,152,7295,5300.4,5379.4
25769,12484.833333333334,263.6666666666667,63,286,7148,5283.4,5334.8
25772,6696.333333333333,250.16666666666666,104.83333333333333,337,6880,4881,5025
25777,7651.833333333333,177.16666666666666,128,701,7702,5037,5004.4
25779,3959.3333333333335,146.66666666666666,206.16666666666666,353,7603,4965.4,4963.6
25781,9143,225.83333333333334,4.5,589,7356,5248.2,5151.2
25785,7064.166666666667,160,63.5,196,7414,5164.8,5308.8
25793,8526.833333333334,185.16666666666666,127.83333333333333,505,7152,5252.2,5114.6
25797,6929.5,178.66666666666666,223.83333333333334,550,7962,5123.2,5259
25799,15808,340,134.33333333333334,206,7164,5241.6,5307.4
25805,7914.333333333333,362.5,260.5,853,7563,5099.6,5122.8
25807,6675,181.83333333333334,21.333333333333332,756,7807,4884.4,4925.6
25815,6836.166666666667,581,107.33333333333333,868,6776,4620.4,4793.6
25817,9836,189,172.83333333333334,180,7121,5151.8,5255.4
25823,7361,212.66666666666666,21.333333333333332,1469,7833,4434.8,4688.8
25839,7908.166666666667,184.83333333333334,214.16666666666666,902,7362,4672.8,4705.4
25841,9732.833333333334,170.33333333333334,362.6666666666667,689,6977,5035,5044.4
25843,10096.166666666666,234.16666666666666,620,301,7221,5204.6,5184.2
25845,6866.166666666667,193.16666666666666,145.33333333333334,457,6661,4952.4,5033.8
25851,6607.166666666667,106.33333333333333,82,1239,7092,4552.4,4719.2
25862,6618.333333333333,210.16666666666666,149.16666666666666,1305,7345,4862.2,4957
25867,8017,244.83333333333334,339.5,692,7951,5000.2,5121
25871,8550.5,306.1666666666667,215.33333333333334,935,7514,5016.8,4925.6
25873,8988.5,253.16666666666666,501,343,7783,5215.6,5110.8
25875,10026.833333333334,289.3333333333333,133.33333333333334,552,7402,4955.6,5126.8
25878,10414,336.1666666666667,171.33333333333334,904,7506,4798.8,4934.6
25885,7134.166666666667,231.83333333333334,299.3333333333333,1940,7256,4443.2,4619.4
25898,6462.166666666667,313.3333333333333,140.16666666666666,596,7183,4876,5074.4
25899,8815.166666666666,369.8333333333333,268.3333333333333,189,7246,5420.2,5397.2
27000,8051.666666666667,337.1666666666667,117.66666666666667,1481,7552,4131.2,4449.6
27001,9766.5,152.5,72.83333333333333,NA,NA,4288.4,4614.4
27006,12270,408.3333333333333,162.5,858,7134,4087.2,4430.8
27025,5302.166666666667,177,106.33333333333333,2861,7151,3415.2,3750.8
27050,5388.666666666667,472.3333333333333,160.33333333333334,1640,7528,3997,4227.6
27073,13524.666666666666,406.8333333333333,207,2587,7861,3844.6,4054.4
27075,10426.166666666666,505.3333333333333,105.66666666666667,873,7344,4198.8,4523.6
27077,8105.333333333333,383.6666666666667,203.83333333333334,2527,8357,3807.4,4101.4
27099,10961,244.33333333333334,93.16666666666667,1975,8000,3716.2,3946.8
27135,6154,235,22.333333333333332,1609,7830,4016.8,4321
27150,15009.666666666666,528.6666666666666,184.83333333333334,1688,7353,3604.8,3956.4
27160,4885.833333333333,318.6666666666667,6,1784,7670,3882.2,4141
27205,7985.833333333333,351.1666666666667,111.16666666666667,1097,8015,4323.4,4470
27245,5745.833333333333,360,236.5,1357,6810,5005,5119.6
27250,6516.333333333333,434.8333333333333,119.83333333333333,1913,6569,3550.8,3906.2
27361,11865.833333333334,399,91.5,1116,7720,4393.6,4605
27372,10083.166666666666,422.8333333333333,131.5,1308,7197,3673.6,3947.6
27413,8107.666666666667,226.33333333333334,120.66666666666667,2549,7069,3663.2,4014.4
27425,2931.8333333333335,525,97.5,2293,7487,3711.4,4086
27430,6833.166666666667,611.8333333333334,204.66666666666666,2770,7447,3803.4,4153.4
27450,5493.666666666667,294.1666666666667,71.16666666666667,2026,8393,3972,4230.8
27491,7724.333333333333,303,140.66666666666666,1827,7704,4341.2,4483.4
27495,6788.833333333333,203.83333333333334,208.66666666666666,1690,7412,3921.2,4277.2
27580,5592.166666666667,270.6666666666667,181.83333333333334,2795,7781,3788,4048.4
27600,7953.833333333333,441.6666666666667,37.666666666666664,2104,7441,3801.2,4130.6
27615,9207.5,585,211.33333333333334,1485,7141,3865.4,4170.4
27660,7663.833333333333,887,169.83333333333334,1887,6849,4723.4,4995.8
27745,6634.666666666667,452.6666666666667,305.3333333333333,1962,7432,3576,3782
27787,9497.166666666666,313.8333333333333,72.83333333333333,1566,7308,3923,4283.8
27800,7906.833333333333,564.1666666666666,8.166666666666666,1190,7544,4230,4380.6
27810,5719,387,84.5,1146,7637,4140.2,4330.2
41000,8766,442.6666666666667,321.8333333333333,561,7117,5024.8,5115.4
41001,9994.166666666666,487,283,NA,NA,5267,5329
41006,8634.5,373.8333333333333,196,567,6650,4571.2,4801.6
41013,8579,309,64,960,6878,4970,5075
41016,5700.833333333333,418.6666666666667,269.1666666666667,841,6987,4406,4624.8
41020,8723.166666666666,626.8333333333334,475.5,960,6546,4976.6,5063.4
41026,6586.833333333333,421.1666666666667,216.33333333333334,581,7056,5059.6,5220.6
41078,6229.833333333333,543.6666666666666,534,1221,6596,4791.2,4904.8
41132,8232.666666666666,566.5,311.3333333333333,763,6812,4706.8,4859.6
41206,5422.5,449.3333333333333,371.6666666666667,1058,7352,4926.8,4897.4
41244,7392.5,389,247.83333333333334,702,7271,5153.8,5155.6
41298,7362.333333333333,465.6666666666667,283.3333333333333,562,7088,4960.2,5100.4
41306,7517.333333333333,514,436.5,743,7191,5127.6,5082.8
41319,7755.166666666667,346,196.16666666666666,791,7116,4599.8,4745
41349,9101.666666666666,820.1666666666666,363,805,6466,4632.8,4766.6
41357,8407.333333333334,527.3333333333334,563.5,801,6935,4792,4921.8
41359,8351.833333333334,283.6666666666667,229,792,6732,4756.8,4915.6
41378,8447,529.3333333333334,306.3333333333333,639,7032,4875,5010.4
41396,8558.666666666666,332.1666666666667,261.8333333333333,676,7183,4830,5000.6
41483,9160.166666666666,300.5,140.16666666666666,831,6964,4556.6,4773.2
41503,6729.666666666667,226.83333333333334,253.66666666666666,752,7259,5055,4982.8
41518,8960.666666666666,401,437.3333333333333,601,7664,5295,5064.8
41524,8292.333333333334,433.5,526.5,700,6837,5108.6,5036.6
41530,8872.166666666666,365.8333333333333,155.5,685,6914,4724.2,4873.4
41548,9548.666666666666,389,153.83333333333334,671,7071,4875.6,5056
41551,9753,498.3333333333333,449,445,6856,5190.4,5244.2
41615,11295.833333333334,386.8333333333333,359.3333333333333,548,7104,5066,5061.6
41660,8574.666666666666,449,119.83333333333333,812,6846,4864.6,4954.8
41668,8670.666666666666,362.8333333333333,232,719,6800,4977.8,5062.4
41676,8095.5,431.5,383.3333333333333,769,6902,4965.8,5010.8
41770,9166,323.3333333333333,270,697,6701,4687.4,4869.8
41791,8749.166666666666,286,289.6666666666667,634,6766,4796,4888.2
41797,9646.666666666666,312.1666666666667,652.3333333333334,614,7241,5000,5022.6
41799,6785.833333333333,321.1666666666667,396.6666666666667,975,6505,4671.8,4769
41801,7713.166666666667,612,654.6666666666666,925,6890,4854.4,4871.2
41807,8713.166666666666,428.5,289.3333333333333,708,6954,4854.6,5028.8
41872,6890.833333333333,319.5,564.8333333333334,1001,6550,4783.6,4902
41885,7857.166666666667,307.5,526.6666666666666,720,7192,4989.2,4948
44000,7841.666666666667,327.5,416.3333333333333,1702,6926,4466.6,4695.8
44001,7498.666666666667,346.3333333333333,510.5,NA,NA,4580.4,4811.8
44035,8952.166666666666,541.8333333333334,250.83333333333334,1169,6965,4465.2,4748
44078,6894.333333333333,303,173.83333333333334,785,7147,4369.4,4556.6
44090,7137.333333333333,293,293.5,2663,6821,4241.4,4507.6
44098,5721.666666666667,434.1666666666667,450.8333333333333,845,7038,4183.4,4479.6
44110,6796.166666666667,464.1666666666667,602.1666666666666,825,7317,4748,4857
44279,11326.833333333334,434.8333333333333,599.6666666666666,549,6992,4649.8,4800.4
44378,6157.666666666667,300.1666666666667,262.8333333333333,748,6818,4255,4518.8
44420,8674.833333333334,159.83333333333334,675.3333333333334,1136,8175,4355.2,4688.6
44430,9488.5,231.16666666666666,174,1221,6503,4446.4,4655
44560,7641,271.3333333333333,412.8333333333333,3350,6989,4063,4306.2
44650,10966.333333333334,411.1666666666667,411.8333333333333,753,7230,4812.8,4966.6
44847,6724.833333333333,356.3333333333333,618.3333333333334,3459,6012,4021.8,4265.4
44855,5346.5,323.6666666666667,404.3333333333333,662,7353,4846.2,4971.4
44874,8937,430.1666666666667,569.3333333333334,700,7537,4892.8,5004.2
47000,9356.666666666666,317.1666666666667,236.16666666666666,911,6985,4471.6,4725.2
47001,9108.5,343.8333333333333,115.16666666666667,NA,NA,4670.8,4943.4
47030,10314.5,283.3333333333333,302.1666666666667,1429,7202,4102.8,4407.4
47053,8011.666666666667,273.8333333333333,351.6666666666667,1257,7010,4240,4535.8
47058,9458,259.6666666666667,178.83333333333334,1383,7146,4468.2,4664
47161,9390,345.8333333333333,243,2239,7128,3898.2,4184.8
47170,10753.666666666666,422,205.33333333333334,1456,7247,4271.4,4466.2
47189,9714.833333333334,307.6666666666667,213.33333333333334,730,6692,4390.6,4632.4
47205,12003,248.83333333333334,154,2174,7348,4172.8,4389.6
47245,10322,226.83333333333334,240,1218,7098,4415.2,4633.6
47258,9001,305,189.33333333333334,1865,6910,4039.2,4323.6
47268,9703.166666666666,214.33333333333334,319.5,1424,7400,4048.2,4386.8
47288,10841,358,296.1666666666667,1002,7218,4543.8,4737.2
47318,9491.166666666666,267,394.1666666666667,1461,7381,4417.6,4594
47460,10481.666666666666,375,239,1518,7196,4342.6,4583.8
47541,10234,297.8333333333333,512.3333333333334,1646,4809,3987,4324.6
47545,7922.666666666667,415.5,265.6666666666667,1285,7411,4433.6,4571.4
47551,10740.166666666666,386.8333333333333,273.3333333333333,1516,7391,4613.2,4704
47555,9067.5,403,279.3333333333333,1454,7109,4445.2,4682
47570,7124.833333333333,309.8333333333333,541.1666666666666,1480,6586,4007,4225
47605,7487.666666666667,162.5,916.1666666666666,1676,6502,4133.8,4387.4
47660,8742.333333333334,150,100.83333333333333,2079,7520,4138,4342.6
47675,11419,398.3333333333333,345,1392,6840,4367.6,4629.2
47692,10852.166666666666,229.5,207.33333333333334,1244,5580,4487.8,4697
47703,11809,246.83333333333334,432.6666666666667,1390,7804,4332,4577.6
47707,8152.833333333333,247,200.33333333333334,1223,7172,4271.4,4565
47720,6963.333333333333,282,262.8333333333333,1577,7477,4341.8,4570.4
47745,7282.166666666667,516.5,487.1666666666667,1897,5772,4388.8,4640.8
47798,10146,365,188,1582,7281,4286.4,4562.4
47960,9119.833333333334,223.83333333333334,330.3333333333333,1899,7125,4179,4446.8
47980,10525,262,333.3333333333333,1082,6714,4049,4367
50000,9229.333333333334,405.1666666666667,118.33333333333333,426,7071,5044,5151.4
50001,9357.666666666666,308.3333333333333,112.83333333333333,NA,NA,5177,5277.2
50006,10976.333333333334,471.5,110.33333333333333,323,7028,5074,5178.4
50110,12875,177.33333333333334,2.3333333333333335,525,6802,4521.4,4754.6
50124,11988.833333333334,743.5,166,741,6743,4762.8,4815.4
50150,12005.666666666666,338.1666666666667,77.33333333333333,401,7172,4842,4880.6
50223,9283.666666666666,458.8333333333333,67.16666666666667,536,7296,4788.2,4922.2
50226,10608.5,480.6666666666667,337,456,7028,5029.4,5119
50245,8923,613.3333333333334,3.3333333333333335,240,7867,4991.2,5085.2
50251,11028.666666666666,463.3333333333333,260.5,876,6786,4671.6,4781
50270,9960.666666666666,355.3333333333333,151.33333333333334,709,7324,4622.8,4754.6
50287,8791.166666666666,444,26.166666666666668,880,6724,4606.6,4794.6
50313,10579.333333333334,447.3333333333333,288,498,6801,4934.2,5043.4
50318,12833.833333333334,415.1666666666667,83.5,411,7181,5034,5170.4
50325,4556.166666666667,679.1666666666666,81,1346,6341,4331.4,4468
50330,7683,394.8333333333333,4.5,958,6899,4701.8,4908.6
50350,4504.833333333333,684.8333333333334,34.5,736,6659,4632.6,4739
50370,5326.333333333333,593.8333333333334,10.166666666666666,1099,7248,4588.2,4674.6
50400,10241.166666666666,540.5,303.1666666666667,784,6722,4799.8,4859
50450,4693.333333333333,539.1666666666666,18.333333333333332,997,6808,4666.6,4748.2
50568,14637.833333333334,386.3333333333333,56.166666666666664,694,6537,4670.4,4846.8
50573,9866.833333333334,496.8333333333333,57.166666666666664,637,6814,4964.8,4997.6
50577,7259.833333333333,174.66666666666666,37.333333333333336,791,6421,4618.6,4744.4
50590,5609.5,611.1666666666666,14.166666666666666,922,6548,4656.4,4690.2
50606,15821,350.8333333333333,112.33333333333333,302,7232,4991.6,5118.8
50680,10516.666666666666,700.3333333333334,245,501,6282,4537.4,4766.2
50683,7306.666666666667,621.3333333333334,215.33333333333334,774,6845,4616,4802
50686,7336.166666666667,124.66666666666667,86.66666666666667,259,7149,5018,5064
50689,9183.833333333334,554.3333333333334,70,510,6813,5020,5055.2
50711,7020.166666666667,653.5,9.166666666666666,1040,6730,4716.8,4829.2
52000,7363.5,166.66666666666666,273.3333333333333,838,7270,5053.8,5117.4
52001,8576.166666666666,153.16666666666666,326.3333333333333,NA,NA,5449.6,5457.2
52019,4038.8333333333335,170,196.66666666666666,940,7024,5263.8,5128
52022,12874.5,199,175.66666666666666,502,7042,5478,5265.8
52036,8731,66.33333333333333,144.83333333333334,810,7353,5435.6,5248.4
52051,9112.166666666666,212.66666666666666,384.8333333333333,1266,6580,4924.6,4983.6
52079,8391.833333333334,299.3333333333333,112.5,2274,7436,4104.8,4392.4
52083,7770.166666666667,227,559.8333333333334,743,7281,5721.2,5408.2
52110,7191.5,90.16666666666667,147.33333333333334,1050,6660,5184.2,5219.2
52203,7108.5,208.5,123.16666666666667,1401,8455,5936.8,5392
52207,8644.166666666666,108.33333333333333,174.83333333333334,1101,6908,5350,5205.4
52210,4949.5,56.666666666666664,321.8333333333333,640,7003,5305,5329.4
52215,9675.166666666666,110.66666666666667,296.8333333333333,733,7045,5033.4,4962.8
52224,6199.833333333333,76.16666666666667,354.3333333333333,608,7778,5004.2,5034.6
52227,7359.333333333333,77.33333333333333,152.83333333333334,788,7214,5061.8,5062.8
52233,5499.5,198.83333333333334,252.5,782,5036,4673.8,4842.4
